F,prev,current,roots
37,abcbabcbcacbcabacbcabcbacbcabcacbcbabcacb,abcbabcbcacbcabacbcabcbacbcabcacbcbabcacbcb,abcabacb;abcabacbabcacb;abcabacbcabcbabcacb;abcabacbcabcbacb;abcabacbcabcbacbcacb;abcabacbcabcbacbcacbabcacb;abcabacbcacb;abcabacbcacbabcacb;abcacb;abcacbcabacb;abcacbcabacbabcacb;abcacbcabacbcacb;abcacbcabacbcacbabcacb;abcacbcabcbabcacb;abcacbcabcbacb;abcacbcabcbacbcacb;abcacbcabcbacbcacbabcacb;abcbabcabacb;abcbabcabacbabcacb;abcbabcabacbcabcbabcacb;abcbabcabacbcabcbacb;abcbabcabacbcabcbacbcacb;abcbabcabacbcabcbacbcacbabcacb;abcbabcabacbcacb;abcbabcabacbcacbabcacb;abcbabcacb;abcbabcacbcabacb;abcbabcacbcabacbabcacb;abcbabcacbcabacbcacb;abcbabcacbcabacbcacbabcacb;abcbabcacbcabcbabcacb;abcbabcacbcabcbacb;abcbabcacbcabcbacbcacb;abcbabcacbcabcbacbcacbabcacb;abcbacb;abcbacbcacb;abcbacbcacbabcacb
38,abcbabcbcacbcacabacabcbabcbcacbca,abcbabcbcacbcacabacabcbabcbcacbcabacbcabca,abca;abcabacabca;abcabacabcacbca;abcabacabcacbcabacbca;abcabacabcbabca;abcabacabcbabcabacbca;abcabacabcbabcacbca;abcabacabcbabcacbcabacbca;abcabacbca;abcacbca;abcacbcabacabca;abcacbcabacabcacbca;abcacbcabacabcbabca;abcacbcabacabcbabcabacbca;abcacbcabacabcbabcacbca;abcacbcabacabcbabcacbcabacbca;abcacbcabacbca;abcacbcabcbabca;abcacbcabcbabcabacbca;abcacbcabcbabcacbca;abcacbcabcbabcacbcabacbca;abcbabca;abcbabcabacabca;abcbabcabacabcacbca;abcbabcabacabcacbcabacbca;abcbabcabacabcbabca;abcbabcabacabcbabcacbca;abcbabcabacabcbabcacbcabacbca;abcbabcabacbca;abcbabcacbca;abcbabcacbcabacabca;abcbabcacbcabacabcacbca;abcbabcacbcabacabcbabca;abcbabcacbcabacabcbabcabacbca;abcbabcacbcabacabcbabcacbca;abcbabcacbcabacbca;abcbabcacbcabcbabca;abcbabcacbcabcbabcabacbca
39,abcbabcbcacbcabacbcabcbacbcabcacbcbabcba,abcbabcbcacbcabacbcabcbacbcabcacbcbabcbacabab,abcab;abcabacab;abcabacbabcbacab;abcabacbcabcbacab;abcabacbcabcbacbcacbabcbacab;abcabacbcabcbacbcacbacab;abcabacbcacbabcbacab;abcabacbcacbacab;abcacbabcbacab;abcacbacab;abcacbcab;abcacbcabacab;abcacbcabacbabcbacab;abcacbcabacbcacbabcbacab;abcacbcabacbcacbacab;abcacbcabcbacab;abcacbcabcbacbcacbabcbacab;abcacbcabcbacbcacbacab;abcbabcab;abcbabcabacab;abcbabcabacbabcbacab;abcbabcabacbcabcbacab;abcbabcabacbcabcbacbcacbabcbacab;abcbabcabacbcabcbacbcacbacab;abcbabcabacbcacbabcbacab;abcbabcabacbcacbacab;abcbabcacbabcbacab;abcbabcacbacab;abcbabcacbcab;abcbabcacbcabacab;abcbabcacbcabacbabcbacab;abcbabcacbcabacbcacbabcbacab;abcbabcacbcabacbcacbacab;abcbabcacbcabcbacab;abcbabcacbcabcbacbcacbabcbacab;abcbabcacbcabcbacbcacbacab;abcbacab;abcbacbcacbabcbacab;abcbacbcacbacab
20,abcbabcbcacbcacabacabcbacabc,abcbabcbcacbcacabacabcbacabcabacacbcab,abcab;abcabacabcbacabacbcab;abcabacabcbacbcab;abcabacbcab;abcacbcab;abcacbcabacabcbacabacbcab;abcacbcabacabcbacbcab;abcacbcabcbacabacbcab;abcacbcabcbacbcab;abcbabcab;abcbabcabacabcbacabacbcab;abcbabcabacabcbacbcab;abcbabcabacbcab;abcbabcacbcab;abcbabcacbcabacabcbacabacbcab;abcbabcacbcabacabcbacbcab;abcbabcacbcabcbacabacbcab;abcbabcacbcabcbacbcab;abcbacabacbcab;abcbacbcab
40,abcbabcbcacbcacabacabcbacabcabacacbcab,abcbabcbcacbcacabacabcbacabcabacacbcababcbacbabc,abc;abcabacabcbabc;abcabacabcbacabacbcabc;abcabacabcbacabacbcabcbabc;abcabacabcbacbcabc;abcabacabcbacbcabcbabc;abcabacbcabc;abcabacbcabcbabc;abcacbcabacabcbabc;abcacbcabacabcbacabacbcabc;abcacbcabacabcbacabacbcabcbabc;abcacbcabacabcbacbcabc;abcacbcabacabcbacbcabcbabc;abcacbcabc;abcacbcabcbabc;abcacbcabcbacabacbcabc;abcacbcabcbacabacbcabcbabc;abcacbcabcbacbcabc;abcbabc;abcbabcabacabcbabc;abcbabcabacabcbacabacbcabc;abcbabcabacabcbacabacbcabcbabc;abcbabcabacabcbacbcabc;abcbabcabacabcbacbcabcbabc;abcbabcabacbcabc;abcbabcabacbcabcbabc;abcbabcacbcabacabcbabc;abcbabcacbcabacabcbacabacbcabc;abcbabcacbcabacabcbacabacbcabcbabc;abcbabcacbcabacabcbacbcabc;abcbabcacbcabacabcbacbcabcbabc;abcbabcacbcabc;abcbabcacbcabcbabc;abcbabcacbcabcbacabacbcabc;abcbabcacbcabcbacabacbcabcbabc;abcbabcacbcabcbacbcabc;abcbacabacbcabc;abcbacabacbcabcbabc;abcbacbcabc;abcbacbcabcbabc
41,abcbabcbcacbcacabacabcbacabcabacacbcab,abcbabcbcacbcacabacabcbacabcabacacbcabacababc,abc;abcabacabc;abcabacabcbacabacbcabacabc;abcabacabcbacabacbcabc;abcabacabcbacbcabacabc;abcabacabcbacbcabc;abcabacbcabc;abcacbcabacabc;abcacbcabacabcbacabacbcabacabc;abcacbcabacabcbacabacbcabc;abcacbcabacabcbacbcabacabc;abcacbcabacabcbacbcabc;abcacbcabc;abcacbcabcbacabacbcabacabc;abcacbcabcbacabacbcabc;abcacbcabcbacabc;abcacbcabcbacbcabacabc;abcacbcabcbacbcabc;abcbabc;abcbabcabacabc;abcbabcabacabcbacabacbcabacabc;abcbabcabacabcbacabacbcabc;abcbabcabacabcbacbcabacabc;abcbabcabacabcbacbcabc;abcbabcabacbcabc;abcbabcacbcabacabc;abcbabcacbcabacabcbacabacbcabacabc;abcbabcacbcabacabcbacabacbcabc;abcbabcacbcabacabcbacbcabacabc;abcbabcacbcabacabcbacbcabc;abcbabcacbcabc;abcbabcacbcabcbacabacbcabacabc;abcbabcacbcabcbacabacbcabc;abcbabcacbcabcbacabc;abcbabcacbcabcbacbcabacabc;abcbabcacbcabcbacbcabc;abcbacabacbcabacabc;abcbacabacbcabc;abcbacabc;abcbacbcabacabc;abcbacbcabc
42,abcbabcbcacbcacabacabcbabcbcacbcabacbcab,abcbabcbcacbcacabacabcbabcbcacbcabacbcabcacbcb,abcabacabcacb;abcabacabcacbcabacb;abcabacabcacbcabacbcacb;abcabacabcbabcabacb;abcabacabcbabcabacbcacb;abcabacabcbabcacb;abcabacabcbabcacbcabacb;abcabacabcbabcacbcabacbcacb;abcabacb;abcabacbcacb;abcacb;abcacbcabacabcacb;abcacbcabacabcbabcabacb;abcacbcabacabcbabcabacbcacb;abcacbcabacabcbabcacb;abcacbcabacabcbabcacbcabacb;abcacbcabacabcbabcacbcabacbcacb;abcacbcabacb;abcacbcabacbcacb;abcacbcabcbabcabacb;abcacbcabcbabcabacbcacb;abcacbcabcbabcacb;abcacbcabcbabcacbcabacb;abcacbcabcbabcacbcabacbcacb;abcbabcabacabcacb;abcbabcabacabcacbcabacb;abcbabcabacabcacbcabacbcacb;abcbabcabacabcbabcacb;abcbabcabacabcbabcacbcabacb;abcbabcabacabcbabcacbcabacbcacb;abcbabcabacb;abcbabcabacbcacb;abcbabcacb;abcbabcacbcabacabcacb;abcbabcacbcabacabcbabcabacb;abcbabcacbcabacabcbabcabacbcacb;abcbabcacbcabacabcbabcacb;abcbabcacbcabacb;abcbabcacbcabacbcacb;abcbabcacbcabcbabcabacb;abcbabcacbcabcbabcabacbcacb;abcbabcacbcabcbabcacb
43,abcbabcbcacbcacabacabcbacabcabacac,abcbabcbcacbcacabacabcbacabcabacacbcacbabcbc,abc;abcabacabc;abcabacabcbabc;abcabacabcbacabacbabc;abcabacabcbacabacbcacbabc;abcabacabcbacbcacbabc;abcabacbabc;abcabacbcacbabc;abcacbcabacabc;abcacbcabacabcbabc;abcacbcabacabcbacabacbabc;abcacbcabacabcbacabacbcacbabc;abcacbcabacabcbacbcacbabc;abcacbcabacbabc;abcacbcabacbcacbabc;abcacbcabc;abcacbcabcbabc;abcacbcabcbacabacbabc;abcacbcabcbacabacbcacbabc;abcacbcabcbacbcacbabc;abcbabc;abcbabcabacabc;abcbabcabacabcbabc;abcbabcabacabcbacabacbabc;abcbabcabacabcbacabacbcacbabc;abcbabcabacabcbacbcacbabc;abcbabcabacbabc;abcbabcabacbcacbabc;abcbabcacbcabacabc;abcbabcacbcabacabcbabc;abcbabcacbcabacabcbacabacbabc;abcbabcacbcabacabcbacabacbcacbabc;abcbabcacbcabacabcbacbcacbabc;abcbabcacbcabacbabc;abcbabcacbcabacbcacbabc;abcbabcacbcabc;abcbabcacbcabcbabc;abcbabcacbcabcbacabacbabc;abcbabcacbcabcbacabacbcacbabc;abcbabcacbcabcbacbcacbabc;abcbacabacbabc;abcbacabacbcacbabc;abcbacbcacbabc
44,abcbabcbcacbcabacbcabcbacbcabcacbcbabcbca,abcbabcbcacbcabacbcabcbacbcabcacbcbabcbcacbcabc,abc;abcabacbabc;abcabacbabcacbcabc;abcabacbcabc;abcabacbcabcbabc;abcabacbcabcbabcacbcabc;abcabacbcabcbacbcacbabc;abcabacbcabcbacbcacbabcacbcabc;abcabacbcacbabc;abcabacbcacbabcacbcabc;abcacbabc;abcacbcabacbabc;abcacbcabacbabcacbcabc;abcacbcabacbcacbabc;abcacbcabacbcacbabcacbcabc;abcacbcabc;abcacbcabcbabc;abcacbcabcbabcacbcabc;abcacbcabcbacbcabc;abcacbcabcbacbcacbabc;abcacbcabcbacbcacbabcacbcabc;abcbabc;abcbabcabacbabc;abcbabcabacbabcacbcabc;abcbabcabacbcabc;abcbabcabacbcabcbabc;abcbabcabacbcabcbabcacbcabc;abcbabcabacbcabcbacbcacbabc;abcbabcabacbcabcbacbcacbabcacbcabc;abcbabcabacbcacbabc;abcbabcabacbcacbabcacbcabc;abcbabcacbabc;abcbabcacbcabacbabc;abcbabcacbcabacbabcacbcabc;abcbabcacbcabacbcacbabc;abcbabcacbcabacbcacbabcacbcabc;abcbabcacbcabc;abcbabcacbcabcbabc;abcbabcacbcabcbacbcabc;abcbabcacbcabcbacbcacbabc;abcbabcacbcabcbacbcacbabcacbcabc;abcbacbcabc;abcbacbcacbabc;abcbacbcacbabcacbcabc
45,abcbabcbcacbcacabacabcbacabcabacac,abcbabcbcacbcacabacabcbacabcabacacbcacabacab,abcab;abcabacab;abcabacabcbacab;abcabacabcbacabacbcab;abcabacabcbacabacbcabacab;abcabacabcbacbcab;abcabacabcbacbcabacab;abcabacbcab;abcacbcab;abcacbcabacab;abcacbcabacabcbacab;abcacbcabacabcbacabacbcab;abcacbcabacabcbacabacbcabacab;abcacbcabacabcbacbcab;abcacbcabacabcbacbcabacab;abcacbcabcbacab;abcacbcabcbacabacbcab;abcacbcabcbacabacbcabacab;abcacbcabcbacbcab;abcacbcabcbacbcabacab;abcbabcab;abcbabcabacab;abcbabcabacabcbacab;abcbabcabacabcbacabacbcab;abcbabcabacabcbacabacbcabacab;abcbabcabacabcbacbcab;abcbabcabacabcbacbcabacab;abcbabcabacbcab;abcbabcacbcab;abcbabcacbcabacab;abcbabcacbcabacabcbacab;abcbabcacbcabacabcbacabacbcab;abcbabcacbcabacabcbacabacbcabacab;abcbabcacbcabacabcbacbcab;abcbabcacbcabacabcbacbcabacab;abcbabcacbcabcbacab;abcbabcacbcabcbacabacbcab;abcbabcacbcabcbacabacbcabacab;abcbabcacbcabcbacbcab;abcbabcacbcabcbacbcabacab;abcbacab;abcbacabacbcab;abcbacabacbcabacab;abcbacbcab;abcbacbcabacab
46,abcbabcbcacbcacabacabcbacabcacbcacab,abcbabcbcacbcacabacabcbacabcacbcacabacacbcacb,abcabacabcacbcabacb;abcabacabcacbcabacbcacb;abcabacabcbacabacb;abcabacabcbacabacbcacb;abcabacabcbacb;abcabacabcbacbcacb;abcabacb;abcabacbcacb;abcacbcabacabcbacabacb;abcacbcabacabcbacabacbcacb;abcacbcabacabcbacb;abcacbcabacabcbacbcacb;abcacbcabacb;abcacbcabacbcacb;abcacbcabcbacabacb;abcacbcabcbacabacbcacb;abcacbcabcbacabcacbcabacb;abcacbcabcbacabcacbcabacbcacb;abcacbcabcbacb;abcacbcabcbacbcacb;abcbabcabacabcacbcabacb;abcbabcabacabcacbcabacbcacb;abcbabcabacabcbacabacb;abcbabcabacabcbacabacbcacb;abcbabcabacabcbacb;abcbabcabacabcbacbcacb;abcbabcabacb;abcbabcabacbcacb;abcbabcacbcabacabcbacabacb;abcbabcacbcabacabcbacabacbcacb;abcbabcacbcabacabcbacb;abcbabcacbcabacabcbacbcacb;abcbabcacbcabacb;abcbabcacbcabacbcacb;abcbabcacbcabcbacabacb;abcbabcacbcabcbacabacbcacb;abcbabcacbcabcbacabcacbcabacb;abcbabcacbcabcbacabcacbcabacbcacb;abcbabcacbcabcbacb;abcbabcacbcabcbacbcacb;abcbacabacb;abcbacabacbcacb;abcbacabcacbcabacb;abcbacabcacbcabacbcacb;abcbacb;abcbacbcacb
47,abcbabcbcacbcabacbcabcbacbcabcacbcbabcbca,abcbabcbcacbcabacbcabcbacbcabcacbcbabcbcacbca,abca;abcabacbabca;abcabacbabcacbca;abcabacbca;abcabacbcabcbabca;abcabacbcabcbabcacbca;abcabacbcabcbacbca;abcabacbcabcbacbcacbabca;abcabacbcabcbacbcacbabcacbca;abcabacbcacbabca;abcabacbcacbabcacbca;abcacbabca;abcacbca;abcacbcabacbabca;abcacbcabacbabcacbca;abcacbcabacbca;abcacbcabacbcacbabca;abcacbcabacbcacbabcacbca;abcacbcabcbabca;abcacbcabcbabcacbca;abcacbcabcbacbca;abcacbcabcbacbcacbabca;abcacbcabcbacbcacbabcacbca;abcbabca;abcbabcabacbabca;abcbabcabacbabcacbca;abcbabcabacbca;abcbabcabacbcabcbabca;abcbabcabacbcabcbabcacbca;abcbabcabacbcabcbacbca;abcbabcabacbcabcbacbcacbabca;abcbabcabacbcabcbacbcacbabcacbca;abcbabcabacbcacbabca;abcbabcabacbcacbabcacbca;abcbabcacbca;abcbabcacbcabacbabca;abcbabcacbcabacbabcacbca;abcbabcacbcabacbca;abcbabcacbcabacbcacbabca;abcbabcacbcabacbcacbabcacbca;abcbabcacbcabcbabca;abcbabcacbcabcbacbca;abcbabcacbcabcbacbcacbabca;abcbabcacbcabcbacbcacbabcacbca;abcbacbca;abcbacbcacbabca;abcbacbcacbabcacbca
48,abcbabcbcacbcacabacabcbabcbcacbcbabcba,abcbabcbcacbcacabacabcbabcbcacbcbabcbacabacac,abcabacabcacbabcbac;abcabacabcacbabcbacabac;abcabacabcacbac;abcabacabcacbacabac;abcabacabcbabcacbabcbac;abcabacabcbabcacbabcbacabac;abcabacabcbabcacbac;abcabacabcbabcacbacabac;abcacbabcbac;abcacbabcbacabac;abcacbac;abcacbacabac;abcacbcabacabcacbabcbac;abcacbcabacabcacbabcbacabac;abcacbcabacabcacbac;abcacbcabacabcacbacabac;abcacbcabacabcbabcacbabcbac;abcacbcabacabcbabcacbabcbacabac;abcacbcabacabcbabcacbac;abcacbcabacabcbabcacbacabac;abcacbcabcbabcacbabcbac;abcacbcabcbabcacbabcbacabac;abcacbcabcbabcacbac;abcacbcabcbabcacbacabac;abcbabcabacabcacbabcbac;abcbabcabacabcacbabcbacabac;abcbabcabacabcacbac;abcbabcabacabcacbacabac;abcbabcabacabcbabcacbabcbac;abcbabcabacabcbabcacbabcbacabac;abcbabcabacabcbabcacbac;abcbabcabacabcbabcacbacabac;abcbabcacbabcbac;abcbabcacbabcbacabac;abcbabcacbac;abcbabcacbacabac;abcbabcacbcabacabcacbabcbac;abcbabcacbcabacabcacbabcbacabac;abcbabcacbcabacabcacbac;abcbabcacbcabacabcacbacabac;abcbabcacbcabacabcbabcacbabcbac;abcbabcacbcabacabcbabcacbabcbacabac;abcbabcacbcabacabcbabcacbac;abcbabcacbcabacabcbabcacbacabac;abcbabcacbcabcbabcacbabcbac;abcbabcacbcabcbabcacbabcbacabac;abcbabcacbcabcbabcacbac;abcbabcacbcabcbabcacbacabac
49,abcbabcbcacbcacabacabcbabcbcacbcaba,abcbabcbcacbcacabacabcbabcbcacbcabacababcbabc,abc;abcabacabc;abcabacabcacbcabacabc;abcabacabcacbcabacabcbabc;abcabacabcacbcabc;abcabacabcacbcabcbabc;abcabacabcbabc;abcabacabcbabcabacabc;abcabacabcbabcacbcabacabc;abcabacabcbabcacbcabacabcbabc;abcabacabcbabcacbcabc;abcabacabcbabcacbcabcbabc;abcacbcabacabc;abcacbcabacabcacbcabc;abcacbcabacabcacbcabcbabc;abcacbcabacabcbabc;abcacbcabacabcbabcabacabc;abcacbcabacabcbabcacbcabacabc;abcacbcabacabcbabcacbcabc;abcacbcabacabcbabcacbcabcbabc;abcacbcabc;abcacbcabcbabc;abcacbcabcbabcabacabc;abcacbcabcbabcabacabcbabc;abcacbcabcbabcacbcabacabc;abcacbcabcbabcacbcabacabcbabc;abcacbcabcbabcacbcabc;abcbabc;abcbabcabacabc;abcbabcabacabcacbcabacabc;abcbabcabacabcacbcabacabcbabc;abcbabcabacabcacbcabc;abcbabcabacabcacbcabcbabc;abcbabcabacabcbabc;abcbabcabacabcbabcacbcabacabc;abcbabcabacabcbabcacbcabacabcbabc;abcbabcabacabcbabcacbcabc;abcbabcabacabcbabcacbcabcbabc;abcbabcacbcabacabc;abcbabcacbcabacabcacbcabc;abcbabcacbcabacabcacbcabcbabc;abcbabcacbcabacabcbabc;abcbabcacbcabacabcbabcabacabc;abcbabcacbcabacabcbabcacbcabc;abcbabcacbcabacabcbabcacbcabcbabc;abcbabcacbcabc;abcbabcacbcabcbabc;abcbabcacbcabcbabcabacabc;abcbabcacbcabcbabcabacabcbabc
50,abcbabcbcacbcacabacabcbacabcbabcbcac,abcbabcbcacbcacabacabcbacabcbabcbcacbcabacbcab,abcab;abcabacab;abcabacabcacbcab;abcabacabcbabcab;abcabacabcbabcabacbcab;abcabacabcbabcacbcab;abcabacabcbacab;abcabacabcbacabacbcab;abcabacbcab;abcacbcab;abcacbcabacab;abcacbcabacabcacbcab;abcacbcabacabcbabcab;abcacbcabacabcbabcabacbcab;abcacbcabacabcbabcacbcab;abcacbcabacabcbacab;abcacbcabacabcbacabacbcab;abcacbcabcbabcab;abcacbcabcbabcabacbcab;abcacbcabcbabcacbcab;abcacbcabcbacab;abcacbcabcbacabacbcab;abcacbcabcbacabcacbcab;abcbabcab;abcbabcabacab;abcbabcabacabcacbcab;abcbabcabacabcbabcab;abcbabcabacabcbabcacbcab;abcbabcabacabcbacab;abcbabcabacabcbacabacbcab;abcbabcabacbcab;abcbabcacbcab;abcbabcacbcabacab;abcbabcacbcabacabcacbcab;abcbabcacbcabacabcbabcab;abcbabcacbcabacabcbabcabacbcab;abcbabcacbcabacabcbabcacbcab;abcbabcacbcabacabcbacab;abcbabcacbcabacabcbacabacbcab;abcbabcacbcabcbabcab;abcbabcacbcabcbabcabacbcab;abcbabcacbcabcbacab;abcbabcacbcabcbacabacbcab;abcbabcacbcabcbacabcacbcab;abcbacab;abcbacabacbcab;abcbacabcacbcab;abcbacabcbabcab;abcbacabcbabcabacbcab;abcbacabcbabcacbcab
51,abcbabcbcacbcacabacabcbacabcbabcbcac,abcbabcbcacbcacabacabcbacabcbabcbcacbcacabacab,abcab;abcabacab;abcabacabcacbcab;abcabacabcacbcabacab;abcabacabcbabcab;abcabacabcbabcabacab;abcabacabcbabcacbcab;abcabacabcbabcacbcabacab;abcabacabcbacab;abcacbcab;abcacbcabacab;abcacbcabacabcacbcab;abcacbcabacabcbabcab;abcacbcabacabcbabcabacab;abcacbcabacabcbabcacbcab;abcacbcabacabcbabcacbcabacab;abcacbcabacabcbacab;abcacbcabcbabcab;abcacbcabcbabcabacab;abcacbcabcbabcacbcab;abcacbcabcbabcacbcabacab;abcacbcabcbacab;abcacbcabcbacabcacbcab;abcacbcabcbacabcacbcabacab;abcbabcab;abcbabcabacab;abcbabcabacabcacbcab;abcbabcabacabcacbcabacab;abcbabcabacabcbabcab;abcbabcabacabcbabcacbcab;abcbabcabacabcbabcacbcabacab;abcbabcabacabcbacab;abcbabcacbcab;abcbabcacbcabacab;abcbabcacbcabacabcacbcab;abcbabcacbcabacabcbabcab;abcbabcacbcabacabcbabcabacab;abcbabcacbcabacabcbabcacbcab;abcbabcacbcabacabcbacab;abcbabcacbcabcbabcab;abcbabcacbcabcbabcabacab;abcbabcacbcabcbacab;abcbabcacbcabcbacabcacbcab;abcbabcacbcabcbacabcacbcabacab;abcbacab;abcbacabcacbcab;abcbacabcacbcabacab;abcbacabcbabcab;abcbacabcbabcabacab;abcbacabcbabcacbcab;abcbacabcbabcacbcabacab
52,abcbabcbcacbcacabacabcbacabcabacbcabacac,abcbabcbcacbcacabacabcbacabcabacbcabacacababcbabca,abca;abcabacabca;abcabacabcbabca;abcabacabcbacabacbca;abcabacabcbacabacbcabacabca;abcabacabcbacabacbcabacabcbabca;abcabacabcbacabacbcabcbabca;abcabacbca;abcabacbcabcbabca;abcacbca;abcacbcabacabca;abcacbcabacabcbabca;abcacbcabacabcbacabacbca;abcacbcabacabcbacabacbcabacabca;abcacbcabacabcbacabacbcabacabcbabca;abcacbcabacabcbacabacbcabcbabca;abcacbcabacbca;abcacbcabcbabca;abcacbcabcbacabacbca;abcacbcabcbacabacbcabacabca;abcacbcabcbacabacbcabacabcbabca;abcacbcabcbacabacbcabcbabca;abcacbcabcbacabca;abcbabca;abcbabcabacabca;abcbabcabacabcbabca;abcbabcabacabcbacabacbca;abcbabcabacabcbacabacbcabacabca;abcbabcabacabcbacabacbcabacabcbabca;abcbabcabacabcbacabacbcabcbabca;abcbabcabacbca;abcbabcabacbcabcbabca;abcbabcacbca;abcbabcacbcabacabca;abcbabcacbcabacabcbabca;abcbabcacbcabacabcbacabacbca;abcbabcacbcabacabcbacabacbcabacabca;abcbabcacbcabacabcbacabacbcabacabcbabca;abcbabcacbcabacabcbacabacbcabcbabca;abcbabcacbcabacbca;abcbabcacbcabcbabca;abcbabcacbcabcbacabacbca;abcbabcacbcabcbacabacbcabacabca;abcbabcacbcabcbacabacbcabacabcbabca;abcbabcacbcabcbacabacbcabcbabca;abcbabcacbcabcbacabca;abcbacabacbca;abcbacabacbcabacabca;abcbacabacbcabacabcbabca;abcbacabacbcabcbabca;abcbacabca;abcbacabcbabca
53,abcbabcbcacbcacabacabcbabcbcacbcabacbcab,abcbabcbcacbcacabacabcbabcbcacbcabacbcabcbabcbca,abca;abcabacabca;abcabacabcacbca;abcabacabcacbcabacbca;abcabacabcacbcabcbabca;abcabacabcbabca;abcabacabcbabcabacbca;abcabacabcbabcabacbcabcbabca;abcabacabcbabcacbca;abcabacabcbabcacbcabacbca;abcabacabcbabcacbcabcbabca;abcabacbca;abcabacbcabcbabca;abcacbca;abcacbcabacabca;abcacbcabacabcacbca;abcacbcabacabcacbcabcbabca;abcacbcabacabcbabca;abcacbcabacabcbabcabacbca;abcacbcabacabcbabcabacbcabcbabca;abcacbcabacabcbabcacbca;abcacbcabacabcbabcacbcabacbca;abcacbcabacabcbabcacbcabcbabca;abcacbcabacbca;abcacbcabcbabca;abcacbcabcbabcabacbca;abcacbcabcbabcabacbcabcbabca;abcacbcabcbabcacbca;abcacbcabcbabcacbcabacbca;abcbabca;abcbabcabacabca;abcbabcabacabcacbca;abcbabcabacabcacbcabacbca;abcbabcabacabcacbcabcbabca;abcbabcabacabcbabca;abcbabcabacabcbabcacbca;abcbabcabacabcbabcacbcabacbca;abcbabcabacabcbabcacbcabcbabca;abcbabcabacbca;abcbabcabacbcabcbabca;abcbabcacbca;abcbabcacbcabacabca;abcbabcacbcabacabcacbca;abcbabcacbcabacabcacbcabcbabca;abcbabcacbcabacabcbabca;abcbabcacbcabacabcbabcabacbca;abcbabcacbcabacabcbabcabacbcabcbabca;abcbabcacbcabacabcbabcacbca;abcbabcacbcabacabcbabcacbcabcbabca;abcbabcacbcabacbca;abcbabcacbcabcbabca;abcbabcacbcabcbabcabacbca;abcbabcacbcabcbabcabacbcabcbabca
54,abcbabcbcacbcacabacabcbacabcabacacbcacb,abcbabcbcacbcacabacabcbacabcabacacbcacbabcacba,abcabacabcba;abcabacabcbabcacba;abcabacabcbacabacba;abcabacabcbacabacbabcacba;abcabacabcbacabacbcacba;abcabacabcbacbcacba;abcabacba;abcabacbabcacba;abcabacbcacba;abcacbcabacabcba;abcacbcabacabcbabcacba;abcacbcabacabcbacabacba;abcacbcabacabcbacabacbabcacba;abcacbcabacabcbacabacbcacba;abcacbcabacabcbacbcacba;abcacbcabacba;abcacbcabacbabcacba;abcacbcabacbcacba;abcacbcabcba;abcacbcabcbabcacba;abcacbcabcbacabacba;abcacbcabcbacabacbabcacba;abcacbcabcbacabacbcacba;abcacbcabcbacbcacba;abcba;abcbabcabacabcba;abcbabcabacabcbabcacba;abcbabcabacabcbacabacba;abcbabcabacabcbacabacbabcacba;abcbabcabacabcbacabacbcacba;abcbabcabacabcbacbcacba;abcbabcabacba;abcbabcabacbabcacba;abcbabcabacbcacba;abcbabcacba;abcbabcacbcabacabcba;abcbabcacbcabacabcbabcacba;abcbabcacbcabacabcbacabacba;abcbabcacbcabacabcbacabacbabcacba;abcbabcacbcabacabcbacabacbcacba;abcbabcacbcabacabcbacbcacba;abcbabcacbcabacba;abcbabcacbcabacbabcacba;abcbabcacbcabacbcacba;abcbabcacbcabcba;abcbabcacbcabcbabcacba;abcbabcacbcabcbacabacba;abcbabcacbcabcbacabacbabcacba;abcbabcacbcabcbacabacbcacba;abcbabcacbcabcbacbcacba;abcbacabacba;abcbacabacbabcacba;abcbacabacbcacba;abcbacbcacba
