F,prev,current,roots
69,abcbabcbcacbcacabacabcbabcbcacbcbabcbacbcabacbca,abcbabcbcacbcacabacabcbabcbcacbcbabcbacbcabacbcabcbabcbc,abc;abcabacabc;abcabacabcacbabcbacbcabc;abcabacabcacbabcbacbcabcbabc;abcabacabcacbcabc;abcabacabcacbcabcbabc;abcabacabcbabc;abcabacabcbabcabacbcabc;abcabacabcbabcabacbcabcbabc;abcabacabcbabcacbabcbacbcabc;abcabacabcbabcacbabcbacbcabcbabc;abcabacabcbabcacbcabc;abcabacabcbabcacbcabcbabc;abcabacbcabc;abcabacbcabcbabc;abcacbabcbacbcabc;abcacbabcbacbcabcbabc;abcacbcabacabc;abcacbcabacabcacbabcbacbcabc;abcacbcabacabcacbabcbacbcabcbabc;abcacbcabacabcacbcabc;abcacbcabacabcacbcabcbabc;abcacbcabacabcbabc;abcacbcabacabcbabcabacbcabc;abcacbcabacabcbabcabacbcabcbabc;abcacbcabacabcbabcacbabcbacbcabc;abcacbcabacabcbabcacbabcbacbcabcbabc;abcacbcabacabcbabcacbcabc;abcacbcabacabcbabcacbcabcbabc;abcacbcabc;abcacbcabcbabc;abcacbcabcbabcabacbcabc;abcacbcabcbabcabacbcabcbabc;abcacbcabcbabcacbabcbacbcabc;abcacbcabcbabcacbabcbacbcabcbabc;abcacbcabcbabcacbcabc;abcbabc;abcbabcabacabc;abcbabcabacabcacbabcbacbcabc;abcbabcabacabcacbabcbacbcabcbabc;abcbabcabacabcacbcabc;abcbabcabacabcacbcabcbabc;abcbabcabacabcbabc;abcbabcabacabcbabcacbabcbacbcabc;abcbabcabacabcbabcacbabcbacbcabcbabc;abcbabcabacabcbabcacbcabc;abcbabcabacabcbabcacbcabcbabc;abcbabcabacbcabc;abcbabcabacbcabcbabc;abcbabcacbabcbacbcabc;abcbabcacbabcbacbcabcbabc;abcbabcacbcabacabc;abcbabcacbcabacabcacbabcbacbcabc;abcbabcacbcabacabcacbabcbacbcabcbabc;abcbabcacbcabacabcacbcabc;abcbabcacbcabacabcacbcabcbabc;abcbabcacbcabacabcbabc;abcbabcacbcabacabcbabcabacbcabc;abcbabcacbcabacabcbabcabacbcabcbabc;abcbabcacbcabacabcbabcacbabcbacbcabc;abcbabcacbcabacabcbabcacbabcbacbcabcbabc;abcbabcacbcabacabcbabcacbcabc;abcbabcacbcabacabcbabcacbcabcbabc;abcbabcacbcabc;abcbabcacbcabcbabc;abcbabcacbcabcbabcabacbcabc;abcbabcacbcabcbabcabacbcabcbabc;abcbabcacbcabcbabcacbabcbacbcabc;abcbabcacbcabcbabcacbabcbacbcabcbabc
70,abcbabcbcacbcacabacabcbabcbcacbcbabcbacabacacbca,abcbabcbcacbcacabacabcbabcbcacbcbabcbacabacacbcabcbacbcaba,abcaba;abcabacabcacbabcbacabacbcabcbacbcaba;abcabacabcacbabcbacbcaba;abcabacabcacbacabacbcabcbacbcaba;abcabacabcacbcaba;abcabacabcacbcabcbacbcaba;abcabacabcbabcaba;abcabacabcbabcacbabcbacabacbcabcbacbcaba;abcabacabcbabcacbabcbacbcaba;abcabacabcbabcacbacabacbcabcbacbcaba;abcabacabcbabcacbcaba;abcabacabcbabcacbcabcbacbcaba;abcabacabcbacbcaba;abcacbabcbacabacbcabcbacbcaba;abcacbabcbacbcaba;abcacbacabacbcabcbacbcaba;abcacbcaba;abcacbcabacabcacbabcbacabacbcabcbacbcaba;abcacbcabacabcacbabcbacbcaba;abcacbcabacabcacbacabacbcabcbacbcaba;abcacbcabacabcacbcaba;abcacbcabacabcacbcabcbacbcaba;abcacbcabacabcbabcaba;abcacbcabacabcbabcacbabcbacabacbcabcbacbcaba;abcacbcabacabcbabcacbabcbacbcaba;abcacbcabacabcbabcacbacabacbcabcbacbcaba;abcacbcabacabcbabcacbcaba;abcacbcabacabcbabcacbcabcbacbcaba;abcacbcabacabcbacbcaba;abcacbcabcbabcaba;abcacbcabcbabcacbabcbacabacbcabcbacbcaba;abcacbcabcbabcacbabcbacbcaba;abcacbcabcbabcacbacabacbcabcbacbcaba;abcacbcabcbabcacbcaba;abcacbcabcbacbcaba;abcbabcaba;abcbabcabacabcacbabcbacabacbcabcbacbcaba;abcbabcabacabcacbabcbacbcaba;abcbabcabacabcacbacabacbcabcbacbcaba;abcbabcabacabcacbcaba;abcbabcabacabcacbcabcbacbcaba;abcbabcabacabcbabcaba;abcbabcabacabcbabcacbabcbacabacbcabcbacbcaba;abcbabcabacabcbabcacbabcbacbcaba;abcbabcabacabcbabcacbacabacbcabcbacbcaba;abcbabcabacabcbabcacbcaba;abcbabcabacabcbabcacbcabcbacbcaba;abcbabcabacabcbacbcaba;abcbabcacbabcbacabacbcabcbacbcaba;abcbabcacbabcbacbcaba;abcbabcacbacabacbcabcbacbcaba;abcbabcacbcaba;abcbabcacbcabacabcacbabcbacabacbcabcbacbcaba;abcbabcacbcabacabcacbabcbacbcaba;abcbabcacbcabacabcacbacabacbcabcbacbcaba;abcbabcacbcabacabcacbcaba;abcbabcacbcabacabcacbcabcbacbcaba;abcbabcacbcabacabcbabcaba;abcbabcacbcabacabcbabcacbabcbacabacbcabcbacbcaba;abcbabcacbcabacabcbabcacbabcbacbcaba;abcbabcacbcabacabcbabcacbacabacbcabcbacbcaba;abcbabcacbcabacabcbabcacbcaba;abcbabcacbcabacabcbabcacbcabcbacbcaba;abcbabcacbcabacabcbacbcaba;abcbabcacbcabcbabcaba;abcbabcacbcabcbabcacbabcbacabacbcabcbacbcaba;abcbabcacbcabcbabcacbabcbacbcaba;abcbabcacbcabcbabcacbacabacbcabcbacbcaba;abcbabcacbcabcbacbcaba;abcbacbcaba
71,abcbabcbcacbcacabacabcbacabcabacacbcacb,abcbabcbcacbcacabacabcbacabcabacacbcacbabcacbcaca,abcabacabcbabca;abcabacabcbabcacbca;abcabacabcbacabacbabca;abcabacabcbacabacbabcacbca;abcabacabcbacabacbcacbabca;abcabacabcbacabacbcacbabcacbca;abcabacabcbacbcacbabca;abcabacabcbacbcacbabcacbca;abcabacbabca;abcabacbabcacbca;abcabacbcacbabca;abcabacbcacbabcacbca;abcacbcabacabcbabca;abcacbcabacabcbabcacbca;abcacbcabacabcbacabacbabca;abcacbcabacabcbacabacbabcacbca;abcacbcabacabcbacabacbcacbabca;abcacbcabacabcbacabacbcacbabcacbca;abcacbcabacabcbacbcacbabca;abcacbcabacabcbacbcacbabcacbca;abcacbcabacbabca;abcacbcabacbabcacbca;abcacbcabacbcacbabca;abcacbcabacbcacbabcacbca;abcacbcabcbabca;abcacbcabcbabcacbca;abcacbcabcbacabacbabca;abcacbcabcbacabacbabcacbca;abcacbcabcbacabacbcacbabca;abcacbcabcbacabacbcacbabcacbca;abcacbcabcbacbcacbabca;abcacbcabcbacbcacbabcacbca;abcbabca;abcbabcabacabcbabca;abcbabcabacabcbabcacbca;abcbabcabacabcbacabacbabca;abcbabcabacabcbacabacbabcacbca;abcbabcabacabcbacabacbcacbabca;abcbabcabacabcbacabacbcacbabcacbca;abcbabcabacabcbacbcacbabca;abcbabcabacabcbacbcacbabcacbca;abcbabcabacbabca;abcbabcabacbabcacbca;abcbabcabacbcacbabca;abcbabcabacbcacbabcacbca;abcbabcacbca;abcbabcacbcabacabcbabca;abcbabcacbcabacabcbabcacbca;abcbabcacbcabacabcbacabacbabca;abcbabcacbcabacabcbacabacbabcacbca;abcbabcacbcabacabcbacabacbcacbabca;abcbabcacbcabacabcbacabacbcacbabcacbca;abcbabcacbcabacabcbacbcacbabca;abcbabcacbcabacabcbacbcacbabcacbca;abcbabcacbcabacbabca;abcbabcacbcabacbabcacbca;abcbabcacbcabacbcacbabca;abcbabcacbcabacbcacbabcacbca;abcbabcacbcabcbabca;abcbabcacbcabcbacabacbabca;abcbabcacbcabcbacabacbabcacbca;abcbabcacbcabcbacabacbcacbabca;abcbabcacbcabcbacabacbcacbabcacbca;abcbabcacbcabcbacbcacbabca;abcbabcacbcabcbacbcacbabcacbca;abcbacabacbabca;abcbacabacbabcacbca;abcbacabacbcacbabca;abcbacabacbcacbabcacbca;abcbacbcacbabca;abcbacbcacbabcacbca
72,abcbabcbcacbcacabacabcbacabcabacacbcacb,abcbabcbcacbcacabacabcbacabcabacacbcacbabcacbacb,abcabacabcbabcacb;abcabacabcbacabacb;abcabacabcbacabacbabcacb;abcabacabcbacabacbcacb;abcabacabcbacabacbcacbabcacb;abcabacabcbacb;abcabacabcbacbcacb;abcabacabcbacbcacbabcacb;abcabacb;abcabacbabcacb;abcabacbcacb;abcabacbcacbabcacb;abcacbcabacabcbabcacb;abcacbcabacabcbacabacb;abcacbcabacabcbacabacbabcacb;abcacbcabacabcbacabacbcacb;abcacbcabacabcbacabacbcacbabcacb;abcacbcabacabcbacb;abcacbcabacabcbacbcacb;abcacbcabacabcbacbcacbabcacb;abcacbcabacb;abcacbcabacbabcacb;abcacbcabacbcacb;abcacbcabacbcacbabcacb;abcacbcabcbabcacb;abcacbcabcbacabacb;abcacbcabcbacabacbabcacb;abcacbcabcbacabacbcacb;abcacbcabcbacabacbcacbabcacb;abcacbcabcbacb;abcacbcabcbacbcacb;abcacbcabcbacbcacbabcacb;abcbabcabacabcbabcacb;abcbabcabacabcbacabacb;abcbabcabacabcbacabacbabcacb;abcbabcabacabcbacabacbcacb;abcbabcabacabcbacabacbcacbabcacb;abcbabcabacabcbacb;abcbabcabacabcbacbcacb;abcbabcabacabcbacbcacbabcacb;abcbabcabacb;abcbabcabacbabcacb;abcbabcabacbcacb;abcbabcabacbcacbabcacb;abcbabcacb;abcbabcacbcabacabcbabcacb;abcbabcacbcabacabcbacabacb;abcbabcacbcabacabcbacabacbabcacb;abcbabcacbcabacabcbacabacbcacb;abcbabcacbcabacabcbacabacbcacbabcacb;abcbabcacbcabacabcbacb;abcbabcacbcabacabcbacbcacb;abcbabcacbcabacabcbacbcacbabcacb;abcbabcacbcabacb;abcbabcacbcabacbabcacb;abcbabcacbcabacbcacb;abcbabcacbcabacbcacbabcacb;abcbabcacbcabcbabcacb;abcbabcacbcabcbacabacb;abcbabcacbcabcbacabacbabcacb;abcbabcacbcabcbacabacbcacb;abcbabcacbcabcbacabacbcacbabcacb;abcbabcacbcabcbacb;abcbabcacbcabcbacbcacb;abcbabcacbcabcbacbcacbabcacb;abcbacabacb;abcbacabacbabcacb;abcbacabacbcacb;abcbacabacbcacbabcacb;abcbacb;abcbacbcacb;abcbacbcacbabcacb
73,abcbabcbcacbcacabacabcbacabcabacacbcab,abcbabcbcacbcacabacabcbacabcabacacbcabcacbabcacb,abcabacabcbabcacb;abcabacabcbacabacb;abcabacabcbacabacbabcacb;abcabacabcbacabacbcacb;abcabacabcbacabacbcacbabcacb;abcabacabcbacb;abcabacabcbacbcacb;abcabacabcbacbcacbabcacb;abcabacb;abcabacbabcacb;abcabacbcacb;abcabacbcacbabcacb;abcacb;abcacbcabacabcbabcacb;abcacbcabacabcbacabacb;abcacbcabacabcbacabacbabcacb;abcacbcabacabcbacabacbcacb;abcacbcabacabcbacabacbcacbabcacb;abcacbcabacabcbacb;abcacbcabacabcbacbcacb;abcacbcabacabcbacbcacbabcacb;abcacbcabacb;abcacbcabacbabcacb;abcacbcabacbcacb;abcacbcabacbcacbabcacb;abcacbcabcbabcacb;abcacbcabcbacabacb;abcacbcabcbacabacbabcacb;abcacbcabcbacabacbcacb;abcacbcabcbacabacbcacbabcacb;abcacbcabcbacb;abcacbcabcbacbcacb;abcacbcabcbacbcacbabcacb;abcbabcabacabcbabcacb;abcbabcabacabcbacabacb;abcbabcabacabcbacabacbabcacb;abcbabcabacabcbacabacbcacb;abcbabcabacabcbacabacbcacbabcacb;abcbabcabacabcbacb;abcbabcabacabcbacbcacb;abcbabcabacabcbacbcacbabcacb;abcbabcabacb;abcbabcabacbabcacb;abcbabcabacbcacb;abcbabcabacbcacbabcacb;abcbabcacb;abcbabcacbcabacabcbabcacb;abcbabcacbcabacabcbacabacb;abcbabcacbcabacabcbacabacbabcacb;abcbabcacbcabacabcbacabacbcacb;abcbabcacbcabacabcbacabacbcacbabcacb;abcbabcacbcabacabcbacb;abcbabcacbcabacabcbacbcacb;abcbabcacbcabacabcbacbcacbabcacb;abcbabcacbcabacb;abcbabcacbcabacbabcacb;abcbabcacbcabacbcacb;abcbabcacbcabacbcacbabcacb;abcbabcacbcabcbabcacb;abcbabcacbcabcbacabacb;abcbabcacbcabcbacabacbabcacb;abcbabcacbcabcbacabacbcacb;abcbabcacbcabcbacabacbcacbabcacb;abcbabcacbcabcbacb;abcbabcacbcabcbacbcacb;abcbabcacbcabcbacbcacbabcacb;abcbacabacb;abcbacabacbabcacb;abcbacabacbcacb;abcbacabacbcacbabcacb;abcbacb;abcbacbcacb;abcbacbcacbabcacb
74,abcbabcbcacbcabacbcabcbacbcabcacbcbabcba,abcbabcbcacbcabacbcabcbacbcabcacbcbabcbacababcbabc,abc;abcabacabc;abcabacabcbabc;abcabacbabcbacabc;abcabacbabcbacabcbabc;abcabacbcabcbabc;abcabacbcabcbacabc;abcabacbcabcbacbcacbabcbacabc;abcabacbcabcbacbcacbabcbacabcbabc;abcabacbcabcbacbcacbacabc;abcabacbcabcbacbcacbacabcbabc;abcabacbcacbabcbacabc;abcabacbcacbabcbacabcbabc;abcabacbcacbacabc;abcabacbcacbacabcbabc;abcacbabcbacabc;abcacbabcbacabcbabc;abcacbacabc;abcacbacabcbabc;abcacbcabacabc;abcacbcabacabcbabc;abcacbcabacbabcbacabc;abcacbcabacbabcbacabcbabc;abcacbcabacbcacbabcbacabc;abcacbcabacbcacbabcbacabcbabc;abcacbcabacbcacbacabc;abcacbcabacbcacbacabcbabc;abcacbcabc;abcacbcabcbabc;abcacbcabcbacabc;abcacbcabcbacbcacbabcbacabc;abcacbcabcbacbcacbabcbacabcbabc;abcacbcabcbacbcacbacabc;abcacbcabcbacbcacbacabcbabc;abcbabc;abcbabcabacabc;abcbabcabacabcbabc;abcbabcabacbabcbacabc;abcbabcabacbabcbacabcbabc;abcbabcabacbcabcbabc;abcbabcabacbcabcbacabc;abcbabcabacbcabcbacbcacbabcbacabc;abcbabcabacbcabcbacbcacbabcbacabcbabc;abcbabcabacbcabcbacbcacbacabc;abcbabcabacbcabcbacbcacbacabcbabc;abcbabcabacbcacbabcbacabc;abcbabcabacbcacbabcbacabcbabc;abcbabcabacbcacbacabc;abcbabcabacbcacbacabcbabc;abcbabcacbabcbacabc;abcbabcacbabcbacabcbabc;abcbabcacbacabc;abcbabcacbacabcbabc;abcbabcacbcabacabc;abcbabcacbcabacabcbabc;abcbabcacbcabacbabcbacabc;abcbabcacbcabacbabcbacabcbabc;abcbabcacbcabacbcacbabcbacabc;abcbabcacbcabacbcacbabcbacabcbabc;abcbabcacbcabacbcacbacabc;abcbabcacbcabacbcacbacabcbabc;abcbabcacbcabc;abcbabcacbcabcbabc;abcbabcacbcabcbacabc;abcbabcacbcabcbacbcacbabcbacabc;abcbabcacbcabcbacbcacbabcbacabcbabc;abcbabcacbcabcbacbcacbacabc;abcbabcacbcabcbacbcacbacabcbabc;abcbacabc;abcbacabcbabc;abcbacbcacbabcbacabc;abcbacbcacbabcbacabcbabc;abcbacbcacbacabc;abcbacbcacbacabcbabc
75,abcbabcbcacbcacabacabcbabcbcacbcbabcbacabacac,abcbabcbcacbcacabacabcbabcbcacbcbabcbacabacacbcabacbac,abcabac;abcabacabcacbabcbacabac;abcabacabcacbabcbacabacbcabac;abcabacabcacbabcbacbcabac;abcabacabcacbacabac;abcabacabcacbacabacbcabac;abcabacabcacbcabac;abcabacabcbabcabac;abcabacabcbabcacbabcbacabac;abcabacabcbabcacbabcbacabacbcabac;abcabacabcbabcacbabcbacbcabac;abcabacabcbabcacbacabac;abcabacabcbabcacbacabacbcabac;abcabacabcbabcacbcabac;abcacbabcbacabac;abcacbabcbacabacbcabac;abcacbabcbacbcabac;abcacbacabac;abcacbacabacbcabac;abcacbcabac;abcacbcabacabcacbabcbacabac;abcacbcabacabcacbabcbacabacbcabac;abcacbcabacabcacbabcbacbcabac;abcacbcabacabcacbacabac;abcacbcabacabcacbacabacbcabac;abcacbcabacabcbabcabac;abcacbcabacabcbabcacbabcbacabac;abcacbcabacabcbabcacbabcbacabacbcabac;abcacbcabacabcbabcacbabcbacbcabac;abcacbcabacabcbabcacbacabac;abcacbcabacabcbabcacbacabacbcabac;abcacbcabacabcbabcacbcabac;abcacbcabcbabcabac;abcacbcabcbabcacbabcbacabac;abcacbcabcbabcacbabcbacabacbcabac;abcacbcabcbabcacbabcbacbcabac;abcacbcabcbabcacbacabac;abcacbcabcbabcacbacabacbcabac;abcacbcabcbabcacbcabac;abcbabcabac;abcbabcabacabcacbabcbacabac;abcbabcabacabcacbabcbacabacbcabac;abcbabcabacabcacbabcbacbcabac;abcbabcabacabcacbacabac;abcbabcabacabcacbacabacbcabac;abcbabcabacabcacbcabac;abcbabcabacabcbabcacbabcbacabac;abcbabcabacabcbabcacbabcbacabacbcabac;abcbabcabacabcbabcacbabcbacbcabac;abcbabcabacabcbabcacbacabac;abcbabcabacabcbabcacbacabacbcabac;abcbabcabacabcbabcacbcabac;abcbabcacbabcbacabac;abcbabcacbabcbacabacbcabac;abcbabcacbabcbacbcabac;abcbabcacbacabac;abcbabcacbacabacbcabac;abcbabcacbcabac;abcbabcacbcabacabcacbabcbacabac;abcbabcacbcabacabcacbabcbacabacbcabac;abcbabcacbcabacabcacbabcbacbcabac;abcbabcacbcabacabcacbacabac;abcbabcacbcabacabcacbacabacbcabac;abcbabcacbcabacabcbabcabac;abcbabcacbcabacabcbabcacbabcbacabac;abcbabcacbcabacabcbabcacbabcbacabacbcabac;abcbabcacbcabacabcbabcacbabcbacbcabac;abcbabcacbcabacabcbabcacbacabac;abcbabcacbcabacabcbabcacbacabacbcabac;abcbabcacbcabcbabcabac;abcbabcacbcabcbabcacbabcbacabac;abcbabcacbcabcbabcacbabcbacabacbcabac;abcbabcacbcabcbabcacbabcbacbcabac;abcbabcacbcabcbabcacbacabac;abcbabcacbcabcbabcacbacabacbcabac
76,abcbabcbcacbcabacbcabcbacbcabcacbcbabcba,abcbabcbcacbcabacbcabcbacbcabcacbcbabcbacabcbabcbc,abc;abcabacabc;abcabacabcbabc;abcabacbabcbacabc;abcabacbabcbacabcbabc;abcabacbcabc;abcabacbcabcbabc;abcabacbcabcbacabc;abcabacbcabcbacbcacbabcbacabc;abcabacbcabcbacbcacbabcbacabcbabc;abcabacbcabcbacbcacbacabc;abcabacbcabcbacbcacbacabcbabc;abcabacbcacbabcbacabc;abcabacbcacbabcbacabcbabc;abcabacbcacbacabc;abcabacbcacbacabcbabc;abcacbabcbacabc;abcacbabcbacabcbabc;abcacbacabc;abcacbacabcbabc;abcacbcabacabc;abcacbcabacabcbabc;abcacbcabacbabcbacabc;abcacbcabacbabcbacabcbabc;abcacbcabacbcacbabcbacabc;abcacbcabacbcacbabcbacabcbabc;abcacbcabacbcacbacabc;abcacbcabacbcacbacabcbabc;abcacbcabc;abcacbcabcbabc;abcacbcabcbacabc;abcacbcabcbacbcacbabcbacabc;abcacbcabcbacbcacbabcbacabcbabc;abcacbcabcbacbcacbacabc;abcacbcabcbacbcacbacabcbabc;abcbabc;abcbabcabacabc;abcbabcabacabcbabc;abcbabcabacbabcbacabc;abcbabcabacbabcbacabcbabc;abcbabcabacbcabc;abcbabcabacbcabcbabc;abcbabcabacbcabcbacabc;abcbabcabacbcabcbacbcacbabcbacabc;abcbabcabacbcabcbacbcacbabcbacabcbabc;abcbabcabacbcabcbacbcacbacabc;abcbabcabacbcabcbacbcacbacabcbabc;abcbabcabacbcacbabcbacabc;abcbabcabacbcacbabcbacabcbabc;abcbabcabacbcacbacabc;abcbabcabacbcacbacabcbabc;abcbabcacbabcbacabc;abcbabcacbabcbacabcbabc;abcbabcacbacabc;abcbabcacbacabcbabc;abcbabcacbcabacabc;abcbabcacbcabacabcbabc;abcbabcacbcabacbabcbacabc;abcbabcacbcabacbabcbacabcbabc;abcbabcacbcabacbcacbabcbacabc;abcbabcacbcabacbcacbabcbacabcbabc;abcbabcacbcabacbcacbacabc;abcbabcacbcabacbcacbacabcbabc;abcbabcacbcabc;abcbabcacbcabcbabc;abcbabcacbcabcbacabc;abcbabcacbcabcbacbcacbabcbacabc;abcbabcacbcabcbacbcacbabcbacabcbabc;abcbabcacbcabcbacbcacbacabc;abcbabcacbcabcbacbcacbacabcbabc;abcbacabc;abcbacabcbabc;abcbacbcacbabcbacabc;abcbacbcacbabcbacabcbabc;abcbacbcacbacabc;abcbacbcacbacabcbabc
47,abcbabcbcacbcacabacabcbabcbcacbcbabcba,abcbabcbcacbcacabacabcbabcbcacbcbabcbacabacacbc,abcabacabcacbabcbacabacbc;abcabacabcacbabcbacbc;abcabacabcacbacabacbc;abcabacabcacbc;abcabacabcbabcacbabcbacabacbc;abcabacabcbabcacbabcbacbc;abcabacabcbabcacbacabacbc;abcabacabcbabcacbc;abcacbabcbacabacbc;abcacbabcbacbc;abcacbacabacbc;abcacbc;abcacbcabacabcacbabcbacabacbc;abcacbcabacabcacbabcbacbc;abcacbcabacabcacbacabacbc;abcacbcabacabcacbc;abcacbcabacabcbabcacbabcbacabacbc;abcacbcabacabcbabcacbabcbacbc;abcacbcabacabcbabcacbacabacbc;abcacbcabacabcbabcacbc;abcacbcabcbabcacbabcbacabacbc;abcacbcabcbabcacbabcbacbc;abcacbcabcbabcacbacabacbc;abcacbcabcbabcacbc;abcbabcabacabcacbabcbacabacbc;abcbabcabacabcacbabcbacbc;abcbabcabacabcacbacabacbc;abcbabcabacabcacbc;abcbabcabacabcbabcacbabcbacabacbc;abcbabcabacabcbabcacbabcbacbc;abcbabcabacabcbabcacbacabacbc;abcbabcabacabcbabcacbc;abcbabcacbabcbacabacbc;abcbabcacbabcbacbc;abcbabcacbacabacbc;abcbabcacbc;abcbabcacbcabacabcacbabcbacabacbc;abcbabcacbcabacabcacbabcbacbc;abcbabcacbcabacabcacbacabacbc;abcbabcacbcabacabcacbc;abcbabcacbcabacabcbabcacbabcbacabacbc;abcbabcacbcabacabcbabcacbabcbacbc;abcbabcacbcabacabcbabcacbacabacbc;abcbabcacbcabacabcbabcacbc;abcbabcacbcabcbabcacbabcbacabacbc;abcbabcacbcabcbabcacbabcbacbc;abcbabcacbcabcbabcacbacabacbc
77,abcbabcbcacbcacabacabcbabcbcacbcbabcbacabacacbc,abcbabcbcacbcacabacabcbabcbcacbcbabcbacabacacbcacbabcbcac,abcabacabcac;abcabacabcacbabcac;abcabacabcacbabcbacabacbabcac;abcabacabcacbabcbacabacbcacbabcac;abcabacabcacbabcbacbcacbabcac;abcabacabcacbacabacbabcac;abcabacabcacbacabacbcacbabcac;abcabacabcbabcac;abcabacabcbabcacbabcbacabacbabcac;abcabacabcbabcacbabcbacabacbcacbabcac;abcabacabcbabcacbabcbacbcacbabcac;abcabacabcbabcacbacabacbabcac;abcabacabcbabcacbacabacbcacbabcac;abcac;abcacbabcac;abcacbabcbacabacbabcac;abcacbabcbacabacbcacbabcac;abcacbabcbacbcacbabcac;abcacbacabacbabcac;abcacbacabacbcacbabcac;abcacbcabacabcac;abcacbcabacabcacbabcac;abcacbcabacabcacbabcbacabacbabcac;abcacbcabacabcacbabcbacabacbcacbabcac;abcacbcabacabcacbabcbacbcacbabcac;abcacbcabacabcacbacabacbabcac;abcacbcabacabcacbacabacbcacbabcac;abcacbcabacabcbabcac;abcacbcabacabcbabcacbabcbacabacbabcac;abcacbcabacabcbabcacbabcbacabacbcacbabcac;abcacbcabacabcbabcacbabcbacbcacbabcac;abcacbcabacabcbabcacbacabacbabcac;abcacbcabacabcbabcacbacabacbcacbabcac;abcacbcabcbabcac;abcacbcabcbabcacbabcbacabacbabcac;abcacbcabcbabcacbabcbacabacbcacbabcac;abcacbcabcbabcacbabcbacbcacbabcac;abcacbcabcbabcacbacabacbabcac;abcacbcabcbabcacbacabacbcacbabcac;abcbabcabacabcac;abcbabcabacabcacbabcac;abcbabcabacabcacbabcbacabacbabcac;abcbabcabacabcacbabcbacabacbcacbabcac;abcbabcabacabcacbabcbacbcacbabcac;abcbabcabacabcacbacabacbabcac;abcbabcabacabcacbacabacbcacbabcac;abcbabcabacabcbabcac;abcbabcabacabcbabcacbabcbacabacbabcac;abcbabcabacabcbabcacbabcbacabacbcacbabcac;abcbabcabacabcbabcacbabcbacbcacbabcac;abcbabcabacabcbabcacbacabacbabcac;abcbabcabacabcbabcacbacabacbcacbabcac;abcbabcac;abcbabcacbabcbacabacbabcac;abcbabcacbabcbacabacbcacbabcac;abcbabcacbabcbacbcacbabcac;abcbabcacbacabacbabcac;abcbabcacbacabacbcacbabcac;abcbabcacbcabacabcac;abcbabcacbcabacabcacbabcac;abcbabcacbcabacabcacbabcbacabacbabcac;abcbabcacbcabacabcacbabcbacabacbcacbabcac;abcbabcacbcabacabcacbabcbacbcacbabcac;abcbabcacbcabacabcacbacabacbabcac;abcbabcacbcabacabcacbacabacbcacbabcac;abcbabcacbcabacabcbabcac;abcbabcacbcabacabcbabcacbabcbacabacbabcac;abcbabcacbcabacabcbabcacbabcbacabacbcacbabcac;abcbabcacbcabacabcbabcacbabcbacbcacbabcac;abcbabcacbcabacabcbabcacbacabacbabcac;abcbabcacbcabacabcbabcacbacabacbcacbabcac;abcbabcacbcabcbabcac;abcbabcacbcabcbabcacbabcbacabacbabcac;abcbabcacbcabcbabcacbabcbacabacbcacbabcac;abcbabcacbcabcbabcacbabcbacbcacbabcac;abcbabcacbcabcbabcacbacabacbabcac;abcbabcacbcabcbabcacbacabacbcacbabcac
